tool,case,targetClass,budgetSec,run,seed,measurementScope,generatedTestFiles,testsExecuted,testFailures,testSkipped,lineCoveragePct,branchCoveragePct,instructionCoveragePct,mutationScorePct,mutationsTotal,mutationsKilled,mutationsSurvived,mutationsTimedOut,mutationsNoCoverage,generationElapsedSec,analysisElapsedSec,status,error,generationBudgetKind,generationStopReason,generationTargetTests,sourceDir,preparedDir,buildDir,uniqueTestMethods
EvoSuite,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,120,2,202,class-family,2,16,0,0,82.65,76.71,84.1,71.43,63,45,17,0,1,,10.806,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\EvoSuite\SimpleJsonParser\120\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\EvoSuite\SimpleJsonParser\120\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\EvoSuite\SimpleJsonParser\120\run2-seed202\class-family-v1,16
EvoSuite,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,120,3,303,class-family,2,17,0,0,83.67,76.71,84.34,74.6,63,47,15,1,1,,15.043,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\EvoSuite\SimpleJsonParser\120\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\EvoSuite\SimpleJsonParser\120\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\EvoSuite\SimpleJsonParser\120\run3-seed303\class-family-v1,17
Randoop,LongestIncreasingSubsequence,com.viktor.lab4.LongestIncreasingSubsequence,120,1,101,class-family,7,5142,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,,25.541,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\Randoop\LongestIncreasingSubsequence\120\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\Randoop\LongestIncreasingSubsequence\120\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\Randoop\LongestIncreasingSubsequence\120\run1-seed101\class-family-v1,2571
Randoop,LongestIncreasingSubsequence,com.viktor.lab4.LongestIncreasingSubsequence,120,2,202,class-family,7,5166,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,,26.477,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\Randoop\LongestIncreasingSubsequence\120\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\Randoop\LongestIncreasingSubsequence\120\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\Randoop\LongestIncreasingSubsequence\120\run2-seed202\class-family-v1,2583
Randoop,LongestIncreasingSubsequence,com.viktor.lab4.LongestIncreasingSubsequence,120,3,303,class-family,4,2618,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,,17.882,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\Randoop\LongestIncreasingSubsequence\120\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\Randoop\LongestIncreasingSubsequence\120\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\Randoop\LongestIncreasingSubsequence\120\run3-seed303\class-family-v1,1309
Randoop,LruCache,com.viktor.lab4.LruCache,120,1,101,class-family,3,1984,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,,14.499,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\Randoop\LruCache\120\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\Randoop\LruCache\120\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\Randoop\LruCache\120\run1-seed101\class-family-v1,992
Randoop,LruCache,com.viktor.lab4.LruCache,120,2,202,class-family,4,2570,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,,15.649,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\Randoop\LruCache\120\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\Randoop\LruCache\120\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\Randoop\LruCache\120\run2-seed202\class-family-v1,1285
Randoop,LruCache,com.viktor.lab4.LruCache,120,3,303,class-family,2,666,0,0,76.92,50.0,72.58,33.33,9,3,3,0,3,,11.634,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\Randoop\LruCache\120\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\Randoop\LruCache\120\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\Randoop\LruCache\120\run3-seed303\class-family-v1,333
Randoop,PricingEngine,com.viktor.lab4.PricingEngine,120,1,101,class-family,3,1850,0,0,83.33,61.9,82.55,65.96,47,31,9,0,7,,19.598,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\Randoop\PricingEngine\120\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\Randoop\PricingEngine\120\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\Randoop\PricingEngine\120\run1-seed101\class-family-v1,925
Randoop,PricingEngine,com.viktor.lab4.PricingEngine,120,2,202,class-family,3,1998,0,0,87.5,66.67,86.81,68.09,47,32,8,0,7,,17.59,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\Randoop\PricingEngine\120\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\Randoop\PricingEngine\120\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\Randoop\PricingEngine\120\run2-seed202\class-family-v1,999
Randoop,PricingEngine,com.viktor.lab4.PricingEngine,120,3,303,class-family,4,2236,0,0,89.58,69.05,88.94,59.57,47,28,12,0,7,,17.438,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\Randoop\PricingEngine\120\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\Randoop\PricingEngine\120\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\Randoop\PricingEngine\120\run3-seed303\class-family-v1,1118
Randoop,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,120,1,101,class-family,2,8,0,0,21.43,20.55,21.93,7.94,63,5,11,0,47,,9.463,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\Randoop\SimpleJsonParser\120\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\Randoop\SimpleJsonParser\120\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\Randoop\SimpleJsonParser\120\run1-seed101\class-family-v1,4
Randoop,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,120,2,202,class-family,2,8,0,0,21.43,20.55,21.93,7.94,63,5,11,0,47,,10.198,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\Randoop\SimpleJsonParser\120\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\Randoop\SimpleJsonParser\120\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\Randoop\SimpleJsonParser\120\run2-seed202\class-family-v1,4
Randoop,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,120,3,303,class-family,2,8,0,0,21.43,20.55,21.93,7.94,63,5,11,0,47,,10.138,OK,,search_time,,,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\suites\Randoop\SimpleJsonParser\120\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\Randoop\SimpleJsonParser\120\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\3f35b083a3f6\Randoop\SimpleJsonParser\120\run3-seed303\class-family-v1,4
QwenLLM,LongestIncreasingSubsequence,com.viktor.lab4.LongestIncreasingSubsequence,1800,1,101,class-family,10,10,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,671.9982021000033,9.354,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LongestIncreasingSubsequence\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LongestIncreasingSubsequence\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LongestIncreasingSubsequence\1800\run1-seed101\class-family-v1,10
QwenLLM,LongestIncreasingSubsequence,com.viktor.lab4.LongestIncreasingSubsequence,1800,2,202,class-family,10,10,0,0,100.0,90.0,100.0,88.89,9,8,1,0,0,359.77258980000624,9.88,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LongestIncreasingSubsequence\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LongestIncreasingSubsequence\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LongestIncreasingSubsequence\1800\run2-seed202\class-family-v1,10
QwenLLM,LongestIncreasingSubsequence,com.viktor.lab4.LongestIncreasingSubsequence,1800,3,303,class-family,10,10,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,407.17883949997486,9.78,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LongestIncreasingSubsequence\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LongestIncreasingSubsequence\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LongestIncreasingSubsequence\1800\run3-seed303\class-family-v1,10
QwenLLM,LruCache,com.viktor.lab4.LruCache,1800,1,101,class-family,10,10,0,0,92.31,75.0,91.94,88.89,9,8,1,0,0,793.4026442000031,9.631,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LruCache\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LruCache\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LruCache\1800\run1-seed101\class-family-v1,10
QwenLLM,LruCache,com.viktor.lab4.LruCache,1800,2,202,class-family,10,10,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,1284.0786980999983,10.093,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LruCache\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LruCache\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LruCache\1800\run2-seed202\class-family-v1,10
QwenLLM,LruCache,com.viktor.lab4.LruCache,1800,3,303,class-family,8,8,0,0,100.0,100.0,100.0,88.89,9,8,1,0,0,1800.006055100006,9.812,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LruCache\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LruCache\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LruCache\1800\run3-seed303\class-family-v1,8
QwenLLM,PricingEngine,com.viktor.lab4.PricingEngine,1800,1,101,class-family,5,5,0,0,75.0,50.0,77.87,61.7,47,29,7,0,11,1800.032298799997,9.356,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\PricingEngine\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\PricingEngine\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\PricingEngine\1800\run1-seed101\class-family-v1,5
QwenLLM,PricingEngine,com.viktor.lab4.PricingEngine,1800,2,202,class-family,5,5,0,0,68.75,42.86,72.77,57.45,47,27,6,0,14,1800.0025147999986,10.055,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\PricingEngine\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\PricingEngine\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\PricingEngine\1800\run2-seed202\class-family-v1,5
QwenLLM,PricingEngine,com.viktor.lab4.PricingEngine,1800,3,303,class-family,7,7,0,0,70.83,47.62,74.47,59.57,47,28,6,0,13,1800.0222661000153,9.984,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\PricingEngine\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\PricingEngine\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\PricingEngine\1800\run3-seed303\class-family-v1,7
QwenLLM,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,1800,1,101,class-family,4,4,0,0,53.06,45.21,52.29,61.9,63,39,4,0,20,1800.0198664000054,10.406,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\SimpleJsonParser\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\SimpleJsonParser\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\SimpleJsonParser\1800\run1-seed101\class-family-v1,4
QwenLLM,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,1800,2,202,class-family,4,4,0,0,34.69,26.03,32.53,36.51,63,23,2,0,38,1800.0128966000048,10.08,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\SimpleJsonParser\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\SimpleJsonParser\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\SimpleJsonParser\1800\run2-seed202\class-family-v1,4
QwenLLM,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,1800,3,303,class-family,6,6,0,0,53.06,45.21,52.29,63.49,63,40,3,0,20,1800.0449408999993,10.348,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\SimpleJsonParser\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\SimpleJsonParser\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\SimpleJsonParser\1800\run3-seed303\class-family-v1,6
