tool_a,tool_b,program_class,generation_time_sec,runs,samples,mean_max_jaccard,variance,stddev,ci_lower,ci_upper,mean_max_dice,variance_dice,stddev_dice,ci_lower_dice,ci_upper_dice
EvoSuite,QwenLLM,LongestIncreasingSubsequence,120,1,1,0.925,,,,,0.946429,,,,
