tool_a,tool_b,program_class,generation_time_sec,run,seed,total_lines,covered_by_any,shared_lines,tool_a_exclusive,tool_b_exclusive
Randoop,QwenLLM,LongestIncreasingSubsequence,120,1,101,15,15,14,1,0
