tool_a,tool_b,program_class,tool_a_budget_sec,run,seed,tool_a_tests,tool_b_tests,tool_a_to_tool_b_jaccard,tool_b_to_tool_a_jaccard,mean_max_jaccard,tool_a_to_tool_b_dice,tool_b_to_tool_a_dice,mean_max_dice,tool_b_budget_sec
EvoSuite,QwenLLM,LongestIncreasingSubsequence,120,1,101,4,10,1.0,0.9928571428571429,0.9964285714285714,1.0,0.9962962962962963,0.9981481481481482,1800
EvoSuite,QwenLLM,LongestIncreasingSubsequence,120,2,202,4,10,1.0,1.0,1.0,1.0,1.0,1.0,1800
EvoSuite,QwenLLM,LongestIncreasingSubsequence,120,3,303,3,10,1.0,0.8928571428571429,0.9464285714285714,1.0,0.8962962962962961,0.9481481481481481,1800
EvoSuite,QwenLLM,LruCache,120,1,101,9,10,0.7057239057239058,0.8591919191919193,0.7824579124579125,0.7879072681704261,0.9234164957849169,0.8556618819776716,1800
EvoSuite,QwenLLM,LruCache,120,2,202,10,10,0.8942424242424243,0.9305050505050506,0.9123737373737375,0.9419486215538846,0.962687969924812,0.9523182957393483,1800
EvoSuite,QwenLLM,LruCache,120,3,303,8,8,0.8781565656565656,0.8983585858585859,0.8882575757575757,0.9329816017316017,0.94433170995671,0.9386566558441558,1800
EvoSuite,QwenLLM,PricingEngine,120,1,101,23,5,0.7024349119718617,0.9470588235294117,0.8247468677506367,0.8111710051067691,0.9716269841269842,0.8913989946168767,1800
EvoSuite,QwenLLM,PricingEngine,120,2,202,23,5,0.7134343219975648,0.9757575757575758,0.8445959488775703,0.8136222256980198,0.9870967741935484,0.900359499945784,1800
EvoSuite,QwenLLM,PricingEngine,120,3,303,23,7,0.7035452594104605,0.9515915457091928,0.8275684025598267,0.8051246132875229,0.9743360417171961,0.8897303275023596,1800
EvoSuite,QwenLLM,SimpleJsonParser,120,1,101,16,4,0.6812175039282619,0.9868421052631579,0.8340298045957099,0.7966345509314748,0.9932432432432432,0.8949388970873591,1800
EvoSuite,QwenLLM,SimpleJsonParser,120,2,202,16,4,0.529286189054615,0.9571428571428571,0.743214523098736,0.6673913962012331,0.9776119402985075,0.8225016682498703,1800
EvoSuite,QwenLLM,SimpleJsonParser,120,3,303,17,6,0.6521046327411029,0.9220238095238095,0.7870642211324561,0.7768662179937907,0.9590381426202321,0.8679521803070114,1800
