"tool","case","targetClass","budgetSec","run","seed","generatedTestFiles","testsExecuted","testFailures","testSkipped","lineCoveragePct","branchCoveragePct","instructionCoveragePct","mutationScorePct","mutationsTotal","mutationsKilled","mutationsSurvived","mutationsTimedOut","mutationsNoCoverage","generationElapsedSec","analysisElapsedSec","status","error","sourceDir","preparedDir"
"EvoSuite","SimpleJsonParser","com.viktor.lab4.SimpleJsonParser","30","1","101","2","15","0","0","100","100","100","75","4","3","1","0","0","89,869","8,911","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\EvoSuite\SimpleJsonParser\30\run1-seed101","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\EvoSuite\\SimpleJsonParser\\30\\run1-seed101"
"EvoSuite","SimpleJsonParser","com.viktor.lab4.SimpleJsonParser","30","2","202","2","16","0","0","100","100","100","75","4","3","1","0","0","88,085","8,932","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\EvoSuite\SimpleJsonParser\30\run2-seed202","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\EvoSuite\\SimpleJsonParser\\30\\run2-seed202"
"EvoSuite","SimpleJsonParser","com.viktor.lab4.SimpleJsonParser","30","3","303","2","14","0","0","100","100","100","75","4","3","1","0","0","86,988","9,617","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\EvoSuite\SimpleJsonParser\30\run3-seed303","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\EvoSuite\\SimpleJsonParser\\30\\run3-seed303"
"EvoSuite","SimpleJsonParser","com.viktor.lab4.SimpleJsonParser","60","1","101","2","16","0","0","100","100","100","75","4","3","1","0","0","133,694","9,64","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\EvoSuite\SimpleJsonParser\60\run1-seed101","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\EvoSuite\\SimpleJsonParser\\60\\run1-seed101"
"EvoSuite","SimpleJsonParser","com.viktor.lab4.SimpleJsonParser","60","2","202","2","17","0","0","100","100","100","75","4","3","1","0","0","124,168","9,686","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\EvoSuite\SimpleJsonParser\60\run2-seed202","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\EvoSuite\\SimpleJsonParser\\60\\run2-seed202"
"EvoSuite","SimpleJsonParser","com.viktor.lab4.SimpleJsonParser","60","3","303","2","16","0","0","100","100","100","75","4","3","1","0","0","120,402","9,295","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\EvoSuite\SimpleJsonParser\60\run3-seed303","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\EvoSuite\\SimpleJsonParser\\60\\run3-seed303"
"EvoSuite","SimpleJsonParser","com.viktor.lab4.SimpleJsonParser","120","1","101","2","16","0","0","100","100","100","75","4","3","1","0","0","186,508","8,385","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\EvoSuite\SimpleJsonParser\120\run1-seed101","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\EvoSuite\\SimpleJsonParser\\120\\run1-seed101"
"EvoSuite","SimpleJsonParser","com.viktor.lab4.SimpleJsonParser","120","2","202","2","16","0","0","100","100","100","75","4","3","1","0","0","175,436","8,489","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\EvoSuite\SimpleJsonParser\120\run2-seed202","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\EvoSuite\\SimpleJsonParser\\120\\run2-seed202"
"EvoSuite","SimpleJsonParser","com.viktor.lab4.SimpleJsonParser","120","3","303","2","17","0","0","100","100","100","75","4","3","1","0","0","178,933","8,655","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\EvoSuite\SimpleJsonParser\120\run3-seed303","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\EvoSuite\\SimpleJsonParser\\120\\run3-seed303"
"Randoop","LongestIncreasingSubsequence","com.viktor.lab4.LongestIncreasingSubsequence","30","1","101","3","1066","0","0","100","100","100","100","9","9","0","0","0","","17,997","OK","","C:\Users\user\Documents\Polytech\Testing\Lab4_3\generated-tests\Randoop\LongestIncreasingSubsequence\30\run1-seed101","C:\Users\user\Documents\Polytech\Testing\Lab4_3\build\\analysis-work\\Randoop\\LongestIncreasingSubsequence\\30\\run1-seed101"
