timestamp,tool,targetClass,budgetSec,run,seed,status,elapsedSec,outputDir,error
2026-09-07T14:46:51.320089,QwenLLM,com.viktor.lab4.LongestIncreasingSubsequence,120,1,101,OK,120.007,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\pilot-v2\QwenLLM\LongestIncreasingSubsequence\120\run1-seed101,
2026-09-07T14:48:51.341643,QwenLLM,com.viktor.lab4.LruCache,120,1,101,EMPTY,120.018,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\pilot-v2\QwenLLM\LruCache\120\run1-seed101,
2026-09-07T14:50:51.369645,QwenLLM,com.viktor.lab4.PricingEngine,120,1,101,EMPTY,120.025,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\pilot-v2\QwenLLM\PricingEngine\120\run1-seed101,
2026-09-07T14:52:51.405115,QwenLLM,com.viktor.lab4.SimpleJsonParser,120,1,101,EMPTY,120.033,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\pilot-v2\QwenLLM\SimpleJsonParser\120\run1-seed101,
