timestamp,tool,targetClass,budgetSec,run,seed,status,elapsedSec,outputDir,error
2026-09-07T14:36:54.288373,QwenLLM,com.viktor.lab4.LongestIncreasingSubsequence,120,1,101,EMPTY,120.01,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\diagnostic-v1\QwenLLM\LongestIncreasingSubsequence\120\run1-seed101,
2026-09-07T14:38:54.305629,QwenLLM,com.viktor.lab4.LruCache,120,1,101,EMPTY,120.016,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\diagnostic-v1\QwenLLM\LruCache\120\run1-seed101,
2026-09-07T14:40:54.329390,QwenLLM,com.viktor.lab4.PricingEngine,120,1,101,EMPTY,120.022,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\diagnostic-v1\QwenLLM\PricingEngine\120\run1-seed101,
2026-09-07T14:42:54.349033,QwenLLM,com.viktor.lab4.SimpleJsonParser,120,1,101,EMPTY,120.016,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\diagnostic-v1\QwenLLM\SimpleJsonParser\120\run1-seed101,
