tool,case,budgetSec,runs,testsSamples,meanTestsExecuted,testsVariance,testsStddev,testsCI_lower,testsCI_upper,lineSamples,meanLineCoveragePct,lineVariance,lineStddev,lineCI_lower,lineCI_upper,branchSamples,meanBranchCoveragePct,branchVariance,branchStddev,branchCI_lower,branchCI_upper,instructionSamples,meanInstructionCoveragePct,instructionVariance,instructionStddev,instructionCI_lower,instructionCI_upper,mutationSamples,meanMutationScorePct,mutationVariance,mutationStddev,mutationCI_lower,mutationCI_upper
QwenLLM,LongestIncreasingSubsequence,120,1,1,14.0,,,,,1,93.33,,,,,1,90.0,,,,,1,91.67,,,,,1,100.0,,,,
