tool,case,targetClass,budgetSec,run,seed,generatedTestFiles,testsExecuted,testFailures,testSkipped,lineCoveragePct,branchCoveragePct,instructionCoveragePct,mutationScorePct,mutationsTotal,mutationsKilled,mutationsSurvived,mutationsTimedOut,mutationsNoCoverage,generationElapsedSec,analysisElapsedSec,status,error,sourceDir,preparedDir
Randoop,LruCache,com.viktor.lab4.LruCache,120,5,505,4,2888,0,0,100.0,100.0,100.0,100.0,6,6,0,0,0,,83.08,OK,,C:\Users\user\Documents\Polytech\Testing\Lab4up\generated-tests\Randoop\LruCache\120\run5-seed505,C:\Users\user\Documents\Polytech\Testing\Lab4up\build/analysis-work/Randoop/LruCache/120/run5-seed505
Randoop,LruCache,com.viktor.lab4.LruCache,120,6,606,5,3786,0,0,100.0,100.0,100.0,100.0,6,6,0,0,0,,96.957,OK,,C:\Users\user\Documents\Polytech\Testing\Lab4up\generated-tests\Randoop\LruCache\120\run6-seed606,C:\Users\user\Documents\Polytech\Testing\Lab4up\build/analysis-work/Randoop/LruCache/120/run6-seed606
Randoop,LruCache,com.viktor.lab4.LruCache,120,7,707,5,3618,0,0,100.0,100.0,100.0,100.0,6,6,0,0,0,,87.627,OK,,C:\Users\user\Documents\Polytech\Testing\Lab4up\generated-tests\Randoop\LruCache\120\run7-seed707,C:\Users\user\Documents\Polytech\Testing\Lab4up\build/analysis-work/Randoop/LruCache/120/run7-seed707
Randoop,LruCache,com.viktor.lab4.LruCache,120,8,808,2,698,0,0,81.82,100.0,83.72,50.0,6,3,3,0,0,,63.514,OK,,C:\Users\user\Documents\Polytech\Testing\Lab4up\generated-tests\Randoop\LruCache\120\run8-seed808,C:\Users\user\Documents\Polytech\Testing\Lab4up\build/analysis-work/Randoop/LruCache/120/run8-seed808
Randoop,LruCache,com.viktor.lab4.LruCache,120,9,909,3,1128,0,0,81.82,100.0,83.72,50.0,6,3,3,0,0,,74.035,OK,,C:\Users\user\Documents\Polytech\Testing\Lab4up\generated-tests\Randoop\LruCache\120\run9-seed909,C:\Users\user\Documents\Polytech\Testing\Lab4up\build/analysis-work/Randoop/LruCache/120/run9-seed909
Randoop,LruCache,com.viktor.lab4.LruCache,120,10,10010,4,2314,0,0,100.0,100.0,100.0,100.0,6,6,0,0,0,137.953,74.507,OK,,C:\Users\user\Documents\Polytech\Testing\Lab4up\generated-tests\Randoop\LruCache\120\run10-seed10010,C:\Users\user\Documents\Polytech\Testing\Lab4up\build/analysis-work/Randoop/LruCache/120/run10-seed10010
Randoop,PricingEngine,com.viktor.lab4.PricingEngine,30,1,101,2,324,0,0,72.73,50.0,70.41,55.32,47,26,9,0,12,,51.341,OK,,C:\Users\user\Documents\Polytech\Testing\Lab4up\generated-tests\Randoop\PricingEngine\30\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build/analysis-work/Randoop/PricingEngine/30/run1-seed101
Randoop,PricingEngine,com.viktor.lab4.PricingEngine,30,2,202,2,844,0,0,84.09,64.29,81.63,65.96,47,31,9,0,7,,61.084,OK,,C:\Users\user\Documents\Polytech\Testing\Lab4up\generated-tests\Randoop\PricingEngine\30\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build/analysis-work/Randoop/PricingEngine/30/run2-seed202
Randoop,PricingEngine,com.viktor.lab4.PricingEngine,30,3,303,2,692,0,0,65.91,42.86,65.31,44.68,47,21,9,0,17,,58.769,OK,,C:\Users\user\Documents\Polytech\Testing\Lab4up\generated-tests\Randoop\PricingEngine\30\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build/analysis-work/Randoop/PricingEngine/30/run3-seed303
Randoop,PricingEngine,com.viktor.lab4.PricingEngine,30,4,404,3,1048,0,0,77.27,57.14,75.51,55.32,47,26,9,0,12,,83.368,OK,,C:\Users\user\Documents\Polytech\Testing\Lab4up\generated-tests\Randoop\PricingEngine\30\run4-seed404,C:\Users\user\Documents\Polytech\Testing\Lab4up\build/analysis-work/Randoop/PricingEngine/30/run4-seed404
Randoop,PricingEngine,com.viktor.lab4.PricingEngine,30,5,505,2,850,0,0,84.09,66.67,81.63,61.7,47,29,11,0,7,,73.699,OK,,C:\Users\user\Documents\Polytech\Testing\Lab4up\generated-tests\Randoop\PricingEngine\30\run5-seed505,C:\Users\user\Documents\Polytech\Testing\Lab4up\build/analysis-work/Randoop/PricingEngine/30/run5-seed505
Randoop,PricingEngine,com.viktor.lab4.PricingEngine,30,6,606,2,736,0,0,86.36,66.67,84.18,57.45,47,27,13,0,7,,62.474,OK,,C:\Users\user\Documents\Polytech\Testing\Lab4up\generated-tests\Randoop\PricingEngine\30\run6-seed606,C:\Users\user\Documents\Polytech\Testing\Lab4up\build/analysis-work/Randoop/PricingEngine/30/run6-seed606
